country,year,energy_per_capita,gdp,primary_energy_consumption,energy_per_gdp,population,cumulative_cement_co2,methane,gas_co2,consumption_co2_per_capita,share_global_cumulative_flaring_co2,cumulative_coal_co2,land_use_change_co2,oil_co2_per_capita,share_global_co2_including_luc,share_global_cumulative_coal_co2,share_global_other_co2,co2_growth_prct,coal_co2_per_capita,cumulative_oil_co2,share_global_cumulative_other_co2,co2_per_capita,other_industry_co2,share_global_cumulative_cement_co2,trade_co2,land_use_change_co2_per_capita,nitrous_oxide,co2,co2_per_unit_energy,cement_co2_per_capita,consumption_co2_per_gdp,methane_per_capita,co2_including_luc_growth_prct,temperature_change_from_co2,co2_including_luc_growth_abs,share_global_luc_co2,temperature_change_from_n2o,flaring_co2,share_global_cumulative_co2_including_luc,cumulative_co2,oil_co2,cumulative_flaring_co2,share_global_cumulative_luc_co2,co2_including_luc_per_capita,temperature_change_from_ch4,share_global_gas_co2,co2_including_luc_per_unit_energy,share_global_cumulative_oil_co2,flaring_co2_per_capita,share_global_oil_co2,temperature_change_from_ghg,share_global_cumulative_gas_co2,ghg_excluding_lucf_per_capita,total_ghg_excluding_lucf,cumulative_luc_co2,share_of_temperature_change_from_ghg,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cumulative_co2,coal_co2,consumption_co2,share_global_flaring_co2,cement_co2,co2_per_gdp,co2_including_luc_per_gdp,co2_growth_abs,co2_including_luc,other_co2_per_capita,share_global_coal_co2,cumulative_gas_co2,total_ghg,nitrous_oxide_per_capita,gas_co2_per_capita,cumulative_co2_including_luc,share_global_cement_co2,ghg_per_capita,renewables_cons_change_pct,coal_prod_change_pct,hydro_cons_change_twh,net_elec_imports,solar_cons_change_twh,hydro_elec_per_capita,fossil_electricity,oil_consumption,gas_prod_per_capita,other_renewable_exc_biofuel_electricity,biofuel_elec_per_capita,oil_prod_per_capita,gas_prod_change_twh,gas_energy_per_capita,gas_prod_change_pct,other_renewables_elec_per_capita,oil_cons_change_pct,low_carbon_cons_change_pct,coal_prod_change_twh,solar_electricity,gas_electricity,oil_energy_per_capita,fossil_energy_per_capita,electricity_share_energy,fossil_cons_change_twh,hydro_consumption,biofuel_cons_per_capita,wind_energy_per_capita,other_renewables_share_energy,energy_cons_change_twh,per_capita_electricity,wind_share_energy,fossil_elec_per_capita,renewables_electricity,solar_elec_per_capita,low_carbon_energy_per_capita,nuclear_share_energy,nuclear_elec_per_capita,low_carbon_share_elec,other_renewable_electricity,gas_share_elec,coal_cons_per_capita,oil_elec_per_capita,fossil_share_elec,biofuel_cons_change_twh,nuclear_electricity,other_renewables_cons_change_pct,oil_share_elec,renewables_share_elec,other_renewables_share_elec_exc_biofuel,net_elec_imports_share_demand,hydro_share_energy,oil_share_energy,wind_elec_per_capita,low_carbon_electricity,oil_production,other_renewable_consumption,gas_production,solar_consumption,fossil_cons_change_pct,greenhouse_gas_emissions,gas_cons_change_twh,gas_elec_per_capita,hydro_energy_per_capita,low_carbon_cons_change_twh,solar_energy_per_capita,coal_share_energy,hydro_electricity,coal_production,oil_prod_change_twh,coal_cons_change_twh,energy_cons_change_pct,wind_cons_change_twh,gas_share_energy,oil_electricity,biofuel_consumption,carbon_intensity_elec,nuclear_consumption,low_carbon_share_energy,oil_cons_change_twh,nuclear_energy_per_capita,biofuel_share_energy,other_renewables_elec_per_capita_exc_biofuel,fossil_fuel_consumption,coal_electricity,gas_cons_change_pct,renewables_elec_per_capita,renewables_consumption,hydro_share_elec,biofuel_share_elec,other_renewables_share_elec,wind_consumption,oil_prod_change_pct,low_carbon_consumption,hydro_cons_change_pct,solar_cons_change_pct,solar_share_elec,wind_share_elec,coal_cons_change_pct,wind_cons_change_pct,coal_prod_per_capita,nuclear_cons_change_twh,electricity_generation,nuclear_share_elec,electricity_demand_per_capita,renewables_energy_per_capita,nuclear_cons_change_pct,coal_elec_per_capita,other_renewables_energy_per_capita,renewables_cons_change_twh,gas_consumption,wind_electricity,renewables_share_energy,low_carbon_elec_per_capita,coal_consumption,biofuel_electricity,solar_share_energy,electricity_demand,other_renewables_cons_change_twh,biofuel_cons_change_pct,fossil_share_energy,coal_share_elec
Mexico,2023,18279.035,,2348.044,,129739764.0,721.609,181.861,176.579,,2.465,1702.363,-25.758,1.835,1.103,0.204,,3.715,0.3,13962.242,,3.72,,1.492,,-0.199,118.852,482.623,0.206,0.145,,1.402,2.331,0.014,10.406,-0.711,0.002,10.323,1.361,21590.76,238.041,488.01,1.743,3.521,0.008,2.235,0.195,2.222,0.08,1.95,0.023,1.746,5.228,678.26,14286.373,1.389,,,1.277,1.191,38.865,,2.512,18.816,,,17.288,456.865,,0.252,4716.535,777.871,0.916,1.361,35750.02,1.199,5.996,-7.895,0.144,-39.716,2.89,17.475,157.238,266.18,1065.958,2770.501,,54.725,9283.361,18.581,7595.836,5.509,54.723,1.674,-5.42,0.055,27.14,204.92,8298.265,16464.896,16.083,89.292,52.991,21.623,437.832,0.837,74.96,2735.168,2.395,2051.646,76.29,209.188,1814.138,1.315,95.499,24.99,7.1,57.747,570.796,257.516,75.01,0.055,12.39,6.02,9.415,21.499,,0.808,2.257,45.398,166.873,88.68,1192.499,19.642,355.886,70.509,4.408,174.71,66.257,1579.47,412.523,-14.333,548.9,3.123,20.4,38.275,57.049,5.485,3.298,2.721,41.555,33.41,2.778,492.335,30.875,9.925,17.551,240.355,0.118,,2115.008,27.85,7.285,588.023,202.161,5.749,2.001,2.001,56.242,5.024,233.036,-42.632,33.435,7.648,6.101,8.085,5.467,297.96,3.731,354.86,3.492,2757.444,1573.783,14.162,214.661,152.906,-18.064,975.727,21.65,8.61,683.522,73.322,7.1,3.003,357.75,1.401,2.022,90.075,7.848
Mexico,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,,180.268,269.78,,,,54.18,,,,,,,,,27.55,219.73,,,,,,,,,,2760.793,,2061.577,79.17,210.529,,,94.222,25.327,,60.82,,217.712,74.673,,12.33,,7.886,21.914,,0.794,,,160.017,91.5,,,,,,175.16,,1679.11,,,,,23.59,,,,,,,28.49,,484.832,,,,,,,,21.56,,604.993,,6.53,1.962,,,,,,,7.626,5.796,,,,,361.28,3.413,2782.878,,,164.755,,,,20.94,,699.215,,7.09,,364.17,,,,5.968
Russia,1960,,664792989696.0,,,119934143.0,106.291,380.594,61.665,,0.0,9801.417,761.538,1.866,10.23,4.039,,4.115,4.881,3095.232,,7.377,,5.26,,6.35,74.843,884.702,,0.115,,3.173,-20.399,0.034,-421.863,11.356,0.001,0.0,12.76,13298.526,223.832,0.0,18.711,13.726,0.011,7.389,,6.002,0.0,7.172,0.046,2.742,9.784,1173.396,92040.992,9.01,,,9.425,4.315,585.452,,0.0,13.752,1.331,2.476,34.963,1646.24,,11.351,295.587,2028.518,0.624,0.514,101511.641,8.738,16.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1961,,712659173376.0,,,121604309.0,121.642,378.175,79.863,,0.0,10376.63,888.604,1.99,11.093,4.191,,3.128,4.73,3337.177,,7.503,,5.568,,7.307,78.96,912.373,,0.126,,3.11,9.399,0.034,154.737,13.028,0.001,0.0,12.727,14210.9,241.945,0.0,18.633,14.81,0.011,9.054,,6.081,0.0,7.309,0.047,3.22,9.904,1204.36,92929.594,9.001,,,9.691,4.474,575.213,,0.0,15.351,1.28,2.527,27.671,1800.977,,11.636,375.45,2179.328,0.649,0.657,103312.625,9.352,17.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1962,,765404315648.0,,,123111720.0,138.928,389.72,99.131,,0.0,10947.815,540.436,2.193,9.317,4.335,,4.956,4.64,3607.164,,7.778,,5.884,,4.39,83.351,957.589,,0.14,,3.166,-16.822,0.035,-302.951,8.537,0.001,0.0,12.66,15168.488,269.987,0.0,18.507,12.168,0.012,10.244,,6.173,0.0,7.585,0.048,3.758,10.198,1255.457,93470.031,8.981,,,9.824,4.633,571.186,,0.0,17.286,1.251,1.957,45.216,1498.025,,11.591,474.581,1951.73,0.677,0.805,104810.648,9.801,15.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1963,,795991080960.0,,,124449752.0,157.309,401.018,121.251,,0.0,11539.999,491.303,2.372,9.242,4.479,,7.246,4.758,3902.322,,8.252,,6.176,,3.948,86.659,1026.974,,0.148,,3.222,1.352,0.036,20.252,7.974,0.001,0.0,12.594,16195.462,295.157,0.0,18.38,12.2,0.012,11.582,,6.269,0.0,7.758,0.049,4.357,10.708,1332.552,93961.336,8.964,,,10.003,4.797,592.184,,0.0,18.382,1.29,1.907,69.384,1518.277,,11.595,595.832,2004.254,0.696,0.974,106328.922,9.884,16.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1964,,847772254208.0,,,125630155.0,176.854,399.272,147.216,,0.0,12149.541,440.471,2.515,9.187,4.622,,6.353,4.852,4218.233,,8.694,,6.423,,3.506,89.013,1092.214,,0.156,,3.178,0.949,0.036,14.407,7.518,0.001,0.0,12.528,17287.676,315.912,0.0,18.257,12.2,0.012,12.769,,6.358,0.0,7.696,0.05,5.011,11.162,1402.301,94401.805,8.941,,,10.09,4.961,609.542,,0.0,19.544,1.288,1.808,65.24,1532.684,,11.694,743.048,2019.146,0.709,1.172,107861.609,9.48,16.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1965,,894393909248.0,,,126634209.0,198.622,400.347,170.229,,0.0,12779.616,431.053,2.658,9.387,4.766,,6.082,4.976,4554.8,,9.149,,6.688,,3.404,92.357,1158.639,,0.172,,3.161,3.719,0.037,57.008,7.663,0.001,0.0,12.467,18446.316,336.566,0.0,18.143,12.553,0.013,13.833,,6.437,0.0,7.632,0.051,5.687,11.613,1470.567,94832.859,8.924,,,10.244,5.127,630.075,,0.0,21.768,1.295,1.777,66.425,1589.692,,11.914,913.277,2088.008,0.729,1.344,109451.305,10.058,16.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1966,,957776855040.0,,,127533631.0,222.655,404.344,188.619,,0.0,13430.901,413.906,2.82,9.584,4.911,,5.605,5.107,4914.442,,9.594,,6.952,,3.245,98.645,1223.581,,0.188,,3.17,3.007,0.038,47.795,7.925,0.002,0.0,12.412,19669.895,359.643,0.0,18.042,12.84,0.013,14.077,,6.508,0.0,7.556,0.052,6.333,12.033,1534.549,95246.773,8.907,,,10.315,5.293,651.286,,0.0,24.033,1.278,1.71,64.942,1637.487,,12.175,1101.896,2136.958,0.773,1.479,111088.789,10.314,16.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1967,,1018164346880.0,,,128342646.0,248.095,401.982,206.293,,0.0,14086.929,420.895,3.052,9.64,5.054,,4.565,5.112,5306.122,,9.969,,7.207,,3.279,102.173,1279.439,,0.198,,3.132,3.838,0.039,62.847,7.793,0.002,0.0,12.359,20949.334,391.679,0.0,17.938,13.248,0.013,14.396,,6.584,0.0,7.718,0.053,6.947,12.352,1585.342,95667.664,8.888,,,10.455,5.457,656.027,,0.0,25.441,1.257,1.67,55.858,1700.334,,12.469,1308.189,2185.686,0.796,1.607,112789.125,10.605,17.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1968,,1081402654720.0,,,129065047.0,274.339,389.62,223.343,,0.0,14735.682,430.399,3.231,9.572,5.188,,2.81,5.027,5723.177,,10.192,,7.419,,3.335,105.192,1315.396,,0.203,,3.019,2.674,0.039,45.461,8.071,0.002,0.0,12.304,22264.73,417.056,0.0,17.84,13.526,0.014,14.32,,6.645,0.0,7.543,0.055,7.511,12.477,1610.311,96098.062,8.862,,,10.193,5.611,648.753,,0.0,26.244,1.216,1.614,35.956,1745.795,,12.197,1531.532,2210.619,0.815,1.73,114534.914,10.28,17.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1969,,1109530247168.0,,,129762192.0,301.244,376.52,238.847,,0.0,15393.389,407.717,3.44,9.071,5.316,,4.143,5.069,6169.617,,10.557,,7.591,,3.142,106.684,1369.898,,0.207,,2.902,1.823,0.04,31.821,6.986,0.002,0.0,12.237,23634.629,446.44,0.0,17.724,13.699,0.014,13.979,,6.699,0.0,7.467,0.056,8.011,12.747,1654.047,96505.781,8.82,,,9.954,5.757,657.706,,0.0,26.905,1.235,1.602,54.503,1777.616,,11.92,1770.379,2227.906,0.822,1.841,116312.531,9.942,17.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1970,,1202686787584.0,,,130367189.0,329.754,390.52,221.795,,0.0,16096.224,575.29,3.74,9.79,5.451,,5.174,5.391,6657.25,,11.052,,7.747,,4.413,105.727,1440.773,,0.219,,2.996,13.414,0.041,238.448,10.103,0.002,0.0,12.185,25075.402,487.633,0.0,17.645,15.465,0.014,12.385,,6.731,0.0,7.171,0.057,8.339,13.324,1737.032,97081.07,8.788,,,9.67,5.894,702.835,,0.0,28.511,1.198,1.676,70.875,2016.063,,12.334,1992.174,2436.288,0.811,1.701,118328.602,9.891,18.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1971,,1253060902912.0,,,130987109.0,359.486,398.568,250.638,,0.459,16812.717,380.073,3.962,9.257,5.586,,6.12,5.47,7176.161,,11.673,,7.884,,2.902,110.039,1528.955,,0.227,,3.043,-5.309,0.042,-107.036,7.426,0.002,13.181,12.125,26604.357,518.91,13.181,17.551,14.574,0.014,12.963,,6.763,0.101,7.205,0.058,8.685,13.961,1828.658,97461.141,8.754,,,9.862,6.033,716.493,,4.1,29.732,1.22,1.523,88.182,1909.027,,12.571,2242.812,2351.255,0.84,1.913,120237.617,9.809,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1972,,1289356574720.0,,,131726417.0,390.085,407.873,263.591,,0.801,17551.09,346.044,4.278,9.043,5.723,,5.213,5.605,7739.65,,12.212,,7.991,,2.627,113.833,1608.655,,0.232,,3.096,2.392,0.043,45.672,6.419,0.002,12.604,12.059,28213.012,563.489,25.785,17.444,14.839,0.015,12.844,,6.797,0.096,7.257,0.059,8.991,14.547,1916.203,97807.188,8.718,,,9.915,6.171,738.373,,3.633,30.598,1.248,1.516,79.7,1954.699,,12.975,2506.403,2411.222,0.864,2.001,122192.32,9.522,18.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1973,,1390779301888.0,,,132475153.0,421.883,416.405,278.547,,1.125,18297.01,437.72,4.569,9.469,5.855,,4.223,5.631,8344.992,,12.656,,8.08,,3.304,120.259,1676.593,,0.24,,3.143,8.166,0.044,159.614,8.347,0.002,14.985,12.003,29889.605,605.342,40.77,17.36,15.96,0.015,12.635,,6.835,0.113,7.361,0.06,9.258,15.055,1994.475,98244.914,8.687,,,9.813,6.302,745.921,,3.726,31.799,1.206,1.52,67.938,2114.313,,12.723,2784.95,2569.08,0.908,2.103,124306.633,9.345,19.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1974,,1440623099904.0,,,133259154.0,454.981,428.719,295.138,,1.425,19044.396,376.281,4.865,9.557,5.982,,3.808,5.609,8993.364,,13.061,,8.18,,2.824,124.313,1740.437,,0.248,,3.217,0.114,0.045,2.404,7.323,0.002,16.44,11.952,31630.041,648.372,57.21,17.269,15.884,0.015,13.061,,6.907,0.123,7.999,0.062,9.524,15.533,2069.936,98621.188,8.662,,,10.231,6.438,747.388,,4.201,33.098,1.208,1.469,63.844,2116.718,,12.752,3080.088,2592.365,0.933,2.215,126423.352,9.713,19.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1975,,1499251212288.0,,,134136099.0,489.707,440.738,321.877,,1.735,19813.971,329.839,5.107,9.765,6.107,,5.115,5.737,9678.391,,13.639,,8.297,,2.459,127.809,1829.452,,0.259,,3.286,2.011,0.046,42.573,6.519,0.002,18.251,11.907,33459.492,685.026,75.462,17.175,16.098,0.015,14.266,,7.001,0.136,8.523,0.063,9.833,16.175,2169.709,98951.031,8.642,,,10.728,6.582,769.572,,5.42,34.726,1.22,1.44,89.015,2159.29,,12.751,3401.965,2641.038,0.953,2.4,128582.648,10.212,19.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1976,,1545586606080.0,,,135080691.0,524.848,450.439,353.686,,2.017,20603.688,397.12,5.19,9.955,6.231,,3.851,5.846,10379.504,,14.065,,8.386,,2.94,129.708,1899.911,,0.26,,3.335,6.379,0.047,137.741,7.811,0.002,20.254,11.866,35359.402,701.113,95.715,17.093,17.005,0.016,14.814,,7.072,0.15,8.21,0.064,10.155,16.66,2250.484,99348.141,8.624,,,10.561,6.718,789.717,,5.122,35.141,1.229,1.486,70.459,2297.031,,12.614,3755.651,2791.084,0.96,2.618,130879.68,9.865,20.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1977,,1593194971136.0,,,136040973.0,560.573,456.417,379.119,,2.293,21405.836,404.78,5.334,9.867,6.35,,3.401,5.896,11105.187,,14.441,,8.453,,2.975,130.743,1964.534,,0.263,,3.355,3.147,0.048,72.283,7.341,0.002,21.858,11.824,37323.941,725.683,117.573,17.001,17.416,0.016,15.526,,7.136,0.161,8.209,0.066,10.487,17.07,2322.198,99752.93,8.606,,,10.62,6.851,802.148,,5.73,35.725,1.233,1.487,64.623,2369.314,,12.508,4134.77,2874.076,0.961,2.787,133248.984,9.581,21.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1978,,1623481384960.0,,,136979086.0,596.057,466.555,397.568,,2.556,22203.225,403.417,5.68,9.948,6.462,,3.434,5.821,11883.264,,14.834,,8.479,,2.945,133.745,2032.002,,0.259,,3.406,2.79,0.049,66.105,7.453,0.002,23.484,11.784,39355.941,778.078,141.058,16.914,17.779,0.016,15.584,,7.212,0.171,8.497,0.067,10.797,17.506,2397.894,100156.344,8.592,,,10.656,6.979,797.389,,6.019,35.483,1.252,1.5,67.468,2435.419,,12.226,4532.337,2954.44,0.976,2.902,135684.406,8.914,21.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1979,,1639588429824.0,,,137816542.0,630.233,472.2,422.814,,2.616,23001.176,331.451,5.668,9.797,6.563,,0.829,5.79,12664.449,,14.867,,8.478,,2.405,133.026,2048.855,,0.248,,3.426,-2.263,0.05,-55.113,7.072,0.002,12.728,11.743,41404.797,781.185,153.786,16.837,17.272,0.016,15.719,,7.277,0.092,8.424,0.068,11.093,17.552,2418.981,100487.797,8.575,,,10.449,7.096,797.952,,3.534,34.176,1.25,1.452,16.853,2380.306,,11.685,4955.151,2899.907,0.965,3.068,138064.719,8.462,21.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1980,,1696830062592.0,,,138572628.0,664.76,477.38,441.376,,2.689,23842.139,483.707,5.772,10.685,6.67,,3.935,6.069,13464.281,,15.367,,8.479,,3.491,134.982,2129.469,,0.249,,3.445,9.783,0.051,232.869,9.737,0.002,12.77,11.721,43534.262,799.832,166.556,16.778,18.858,0.017,15.998,,7.358,0.092,8.937,0.07,11.379,18.06,2502.626,100971.5,8.573,,,10.927,7.22,840.963,,4.035,34.527,1.255,1.54,80.614,2613.175,,11.998,5396.528,3099.423,0.974,3.185,140677.891,8.499,22.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1981,,1717132197888.0,,,139351496.0,699.56,477.57,472.646,,2.787,24603.529,396.14,5.794,10.418,6.751,,-1.904,5.464,14271.692,,14.99,,8.484,,2.843,133.753,2088.923,,0.25,,3.427,-4.903,0.052,-128.112,8.202,0.002,12.674,11.696,45623.184,807.411,179.229,16.71,17.833,0.017,16.909,,7.451,0.091,9.445,0.071,11.687,17.666,2461.735,101367.641,8.572,,,10.981,7.335,761.391,,5.344,34.801,1.217,1.447,-40.546,2485.063,,10.894,5869.174,2983.114,0.96,3.392,143162.953,8.566,21.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1982,,1727461064704.0,,,140247744.0,733.105,485.949,500.028,,2.877,25374.984,328.891,5.78,10.494,6.829,,1.885,5.501,15082.363,,15.175,,8.475,,2.345,135.576,2128.305,,0.239,,3.465,-1.121,0.053,-27.866,7.238,0.002,12.608,11.673,47751.492,810.67,191.837,16.639,17.52,0.017,18.301,,7.546,0.09,9.717,0.073,12.028,17.88,2507.675,101696.539,8.571,,,11.278,7.451,771.454,,5.352,33.545,1.232,1.422,39.383,2457.196,,10.848,6369.202,2965.074,0.967,3.565,145620.156,8.297,21.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1983,,1761922514944.0,,,141331277.0,767.55,490.418,536.445,,2.969,26140.414,356.236,5.73,10.576,6.9,,1.418,5.416,15892.136,,15.273,,8.468,,2.521,137.983,2158.492,,0.244,,3.47,2.341,0.054,57.532,7.445,0.002,12.398,11.653,49909.984,809.773,204.236,16.568,17.793,0.017,19.426,,7.635,0.088,9.806,0.074,12.395,17.969,2539.591,102052.773,8.572,,,11.365,7.564,765.431,,5.825,34.445,1.225,1.427,30.187,2514.728,,10.488,6905.647,3028.789,0.976,3.796,148134.875,8.331,21.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1984,,1769234759680.0,,,142464237.0,802.211,501.584,580.162,,3.063,26900.541,363.661,5.549,10.05,6.96,,0.888,5.336,16682.637,,15.286,,8.458,,2.553,138.264,2177.659,,0.243,,3.521,1.057,0.055,26.592,6.449,0.003,12.21,11.621,52087.645,790.501,216.446,16.476,17.838,0.018,19.265,,7.707,0.086,9.495,0.075,12.747,18.02,2567.174,102416.43,8.571,,,11.083,7.665,760.126,,6.538,34.661,1.231,1.436,19.167,2541.32,,9.935,7485.809,3064.346,0.971,4.072,150676.188,8.229,21.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1985,66867.602,1795626500096.0,9555.139,5.321,143569388.0,836.708,506.768,636.963,,3.166,27766.561,358.032,5.559,10.571,7.035,,7.847,6.032,17480.672,,16.358,,8.443,,2.494,139.38,2348.536,0.246,0.24,,3.53,6.502,0.056,165.247,6.767,0.003,13.02,11.601,54436.18,798.035,229.466,16.394,18.852,0.018,20.4,0.283,7.776,0.091,9.588,0.077,13.133,19.094,2741.371,102774.461,8.578,,,11.562,7.779,866.02,,7.152,34.497,1.308,1.507,170.876,2706.567,,10.559,8122.771,3233.771,0.971,4.437,153382.766,8.102,22.524,,,,,,1112.535,702.957,2936.284,29733.518,,,44137.008,,24919.09,,,,,,,451.267,20548.344,61590.199,10.931,,472.308,,,,,6700.595,,4896.289,,,5277.404,2.949,691.772,,,46.909,16122.767,789.424,73.072,,99.317,,11.781,,,,4.943,30.73,,,6307.019,,4248.812,,,,,3143.2,3305.248,,,24.111,159.726,2160.92,,,,,37.266,113.337,,,281.814,7.892,,1972.156,,,8801.017,138.353,,,472.308,16.604,,,,,754.122,,,,,,,15122.285,,962.0,10.324,,3305.248,,963.664,,,3560.848,,4.943,,2303.885,,,,,,92.108,14.382
